Cód. IBGE,Núcleo Regional de Saúde (NRS),Município,Crianças 6 meses a 2 anos - D1,Crianças 3 a 4 anos - D1,Crianças 5 a 11 anos - D1,Adolescentes 12 a 17 anos - D1,Pessoas 18 a 19 anos - D1,Pessoas 20 a 29 anos - D1,Pessoas 30 a 39 anos - D1,Pessoas 40 a 49 anos - D1,Pessoas 50 a 59 anos - D1,Idosos 60 a 69 anos - D1,Idosos 70 a 79 anos - D1,Idosos 80 anos + - D1,Total de Doses Aplicadas - D1,Crianças 6 meses a 2 anos - D2,Crianças 3 a 4 anos - D2,Crianças 5 a 11 anos - D2,Adolescentes 12 a 17 anos - D2,Pessoas 18 a 19 anos - D2,Pessoas 20 a 29 anos - D2,Pessoas 30 a 39 anos - D2,Pessoas 40 a 49 anos - D2,Pessoas 50 a 59 anos - D2,Idosos 60 a 69 anos - D2,Idosos 70 a 79 anos - D2,Idosos 80 anos + - D2,Total de Doses Aplicadas - D2,Crianças 6 meses a 2 anos - 3ª Dose/Ref,Crianças 3 a 4 anos - 3ª Dose,Crianças 3 a 4 anos - Reforço,Crianças 5 a 11 anos - Reforço,Adolescentes 12 a 17 anos - Reforço,Pessoas 18 a 19 anos - Reforço,Pessoas 20 a 29 anos - Reforço,Pessoas 30 a 39 anos - Reforço,Pessoas 40 a 49 anos - Reforço,Pessoas 50 a 59 anos - Reforço,Idosos 60 a 69 anos - Reforço,Idosos 70 a 79 anos - Reforço,Idosos 80 anos + - Reforço,Total de Doses Aplicadas - D3,Pessoas 18 a 19 anos - 2º Reforço,Pessoas 20 a 29 anos - 2º Reforço,Pessoas 30 a 39 anos - 2º Reforço,Pessoas 40 a 49 anos - 2º Reforço,Pessoas 50 a 59 anos - 2º Reforço,Idosos 60 a 69 anos - 2º Reforço,Idosos 70 a 79 anos - 2º Reforço,Idosos 80 anos + - 2º Reforço,Total de Doses Aplicadas - 2º Reforço,Adolescentes 12 a 17 anos - Ref Bivalente,Pessoas 18 a 19 anos - Ref Bivalente,Pessoas 20 a 29 anos - Ref Bivalente,Pessoas 30 a 39 anos - Ref Bivalente,Pessoas 40 a 49 anos - Ref Bivalente,Pessoas 50 a 59 anos - Ref Bivalente,Idosos 60 a 69 anos - Ref Bivalente,Idosos 70 a 79 anos - Ref Bivalente,Idosos 80 anos + - Ref Bivalente,Total de Doses Aplicadas - REF
291360,Sul,Ilhéus,451,1137,10429,15020,5332,26357,26593,25253,22012,17572,7938,4142,150219,160,324,6678,11829,5299,23391,24883,23600,20962,17703,7758,4078,139503,22,0,36,437,3825,3520,15604,17588,18391,14993,12775,6369,2970,96035,586,3715,5318,7793,8145,8280,4376,2077,40290,191,373,1498,1590,2012,2193,3335,2097,960,14249
291370,Nordeste,Inhambupe,170,209,2710,2808,3452,3698,4547,4253,5329,2519,1681,913,29200,52,81,1623,2751,3189,3706,4377,3968,5633,2520,1736,1039,28919,0,0,19,277,1434,483,1533,1005,2640,2266,1791,1164,715,13031,66,475,829,1149,933,1013,717,295,5477,0,30,184,225,250,291,535,337,193,2045
291380,Centro-Leste,Ipecaetá,0,0,490,1079,389,1617,1689,1514,1372,1106,628,463,9857,0,0,4,608,272,1123,1316,1266,1274,1075,624,469,8027,0,0,0,0,0,0,91,158,307,411,509,481,287,2244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291390,Sul,Ipiaú,216,262,2843,3392,2249,5609,6506,4239,3354,4374,2515,1474,33712,74,132,1563,2606,2151,6355,5856,4344,3320,4363,2539,1447,32981,16,2,0,111,855,724,3567,11592,1539,2322,2335,1529,1484,25947,292,4784,5833,1031,4809,1138,922,719,19528,6,21,94,136,110,208,560,467,175,1777
291400,Centro-Leste,Ipirá,15,271,3831,4535,1741,7308,7276,6615,5324,4102,3071,1652,41624,3,113,2494,3252,1468,6576,6711,5779,5168,3550,2548,1415,36467,0,0,0,70,959,466,2118,2795,3219,2922,2527,1875,939,17820,49,334,632,1297,1471,1629,1238,569,7219,26,21,101,123,155,229,446,454,233,1788
291410,Oeste,Ipupiara,200,400,700,1388,500,550,950,550,1100,1150,1080,520,7788,150,100,650,310,900,1150,1101,1320,1390,870,1190,260,8491,0,0,0,130,500,360,530,630,760,890,670,1030,140,5510,330,270,800,720,790,680,1010,140,4740,0,0,0,0,0,0,200,300,250,750
291420,Sul,Irajuba,31,80,569,746,553,1171,968,839,706,599,384,311,6277,1,12,347,343,435,1075,842,633,571,434,711,296,5340,0,0,0,0,205,118,479,440,225,187,150,78,115,1997,0,13,29,50,58,98,34,13,295,1,3,110,16,31,82,56,41,131,471
291430,Sul,Iramaia,40,90,920,1078,495,1734,1815,1231,1047,802,500,338,9040,38,45,867,859,395,1714,1835,1169,1004,752,466,307,8501,38,0,0,0,226,263,861,963,486,395,275,234,243,3946,171,124,39,37,23,48,43,14,499,17,0,0,0,0,0,240,100,87,444
291440,Centro-Leste,Iraquara,0,219,2418,2336,855,3977,3485,2933,2224,1740,1034,616,19200,0,105,2163,2316,871,4023,3579,2941,2216,1776,1047,614,19383,0,0,0,0,1212,640,2686,2820,2549,2099,1379,825,457,14667,4,139,771,1200,1315,1111,671,335,5546,0,0,0,0,0,0,0,0,0,0
291450,Centro-Leste,Irará,52,296,2481,1079,863,4020,4316,3494,2796,1971,1195,708,20442,0,162,1918,1884,808,3216,3544,2713,2399,1816,520,35,16935,0,0,0,0,1110,631,2415,3065,2838,2303,1556,1029,506,15453,212,651,1123,1251,1094,1225,677,499,6732,0,0,0,0,0,0,0,0,0,0
291460,Centro-norte,Irecê,991,1566,7780,7334,2381,11753,12003,10868,7769,4706,2493,1351,60658,411,597,6629,6700,2797,11378,11863,10951,7941,4912,2490,1302,60334,64,34,106,920,4645,2209,9701,10548,10198,7429,4637,2416,1386,53169,782,4332,5837,7024,5784,3972,2134,1011,30876,13,22,405,452,456,332,2166,1479,764,6089
291465,Extremo Sul,Itabela,56,121,1612,2759,963,4008,3809,3411,2391,1738,1036,483,20598,5,15,927,1972,749,3295,3463,3070,2893,1876,954,410,18682,0,0,0,65,424,189,1093,1390,1439,1448,1507,759,415,8664,143,324,442,556,543,572,330,163,3073,2,1,31,42,35,43,195,155,60,564
291470,Centro-Leste,Itaberaba,157,227,6761,5776,2456,7467,7599,5039,3566,2228,2393,1278,37802,64,95,1874,3858,2116,3785,6051,6066,3465,2259,2345,1280,31225,7,0,6,349,752,969,3275,3280,3559,2814,2168,936,0,17753,343,706,677,921,1973,930,507,71,6128,4,35,137,239,445,526,630,499,357,2872
291480,Sul,Itabuna,427,863,10319,13962,5727,29149,32360,28420,22548,17775,9641,5291,164873,157,482,5366,11107,5604,24335,28220,25447,21340,16406,8905,4999,146363,39,8,18,650,3308,2944,14566,14569,15082,14664,13617,7389,8805,94944,707,3483,5087,7424,7860,7799,4753,2150,39263,105,403,1484,2206,2797,2718,5153,4740,3125,22731
291490,Sul,Itacaré,0,12,1069,2198,1275,4095,4175,3771,2322,1900,799,380,20915,0,0,602,1522,770,3403,3682,3114,752,712,557,272,14784,0,0,0,0,143,196,1119,1321,1312,1145,842,456,128,6662,8,29,170,612,576,647,413,73,2528,0,0,0,0,0,0,0,0,0,0
291500,Centro-Leste,Itaetê,66,151,1219,1532,990,1830,1716,1635,1292,922,629,354,10900,51,100,1055,1302,880,1633,1649,1592,1287,916,625,354,10238,15,0,10,199,544,196,962,1110,1058,984,840,584,329,6607,18,147,295,431,435,467,300,146,2239,3,4,51,78,84,98,216,214,114,862
291510,Sul,Itagi,25,117,934,1293,487,1502,1492,1723,1175,1346,571,429,10018,18,62,843,1095,416,1554,1523,1665,1246,1326,583,437,9845,3,0,3,18,548,175,801,901,1064,944,1086,548,360,6427,35,155,409,464,422,488,308,146,2427,0,9,18,28,49,48,256,245,105,758
291520,Sul,Itagibá,36,60,881,1215,458,1717,2274,1877,1493,1369,720,457,11580,18,25,551,1061,417,1755,1720,1718,1088,1319,680,445,10203,1,1,0,55,318,217,965,1329,1254,1001,726,605,324,6739,43,205,417,605,603,643,390,193,3099,1,19,85,141,148,153,317,264,133,1261
291530,Extremo Sul,Itagimirim,30,29,624,648,214,914,978,900,749,589,360,215,5567,0,10,413,550,169,816,822,814,706,584,347,202,5010,0,0,0,0,196,92,434,570,618,509,493,301,173,3386,22,124,257,305,276,205,171,92,1452,0,0,0,0,2,3,15,73,30,123
291535,Centro-norte,Itaguaçu da Bahia,255,299,1441,1312,457,2040,1950,1698,1102,800,619,266,10244,132,132,1304,1210,526,1954,1744,1716,1104,795,593,265,9907,36,7,2,229,822,321,1347,1532,1288,977,844,497,211,7839,101,561,859,918,937,861,409,159,4805,48,44,202,285,319,311,393,392,175,2169
291540,Sul,Itaju do Colônia,31,32,122,528,247,656,588,495,400,390,232,148,3684,7,33,0,398,239,508,500,571,454,410,245,154,3479,0,0,0,0,275,67,246,296,365,322,371,209,147,2298,37,49,87,186,180,189,169,130,1027,0,9,12,20,29,25,108,132,60,395
291550,Sul,Itajuípe,22,70,954,541,640,2231,2539,2419,1454,1870,1152,739,13585,0,8,481,1075,467,2161,2279,2326,2192,1033,921,619,13073,0,0,0,0,155,212,672,869,1054,1137,942,613,310,5964,45,71,111,256,296,531,281,191,1782,0,0,0,0,0,0,47,82,41,170
291560,Extremo Sul,Itamaraju,0,0,1700,5119,7607,12557,8710,7530,4205,4526,2398,1207,53859,0,0,155,3215,3701,8262,7206,6215,4119,4508,2368,1205,40799,0,0,0,0,0,634,836,2032,1149,940,635,710,143,7079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291570,Sul,Itamari,0,9,325,742,276,932,1010,980,731,684,358,219,5932,0,0,195,522,245,741,874,867,717,681,355,212,5214,0,0,0,30,97,53,288,457,513,466,509,300,150,2833,8,26,74,169,184,230,150,68,909,0,4,17,29,31,33,99,49,20,282
291580,Sudoeste,Itambé,128,182,1773,2195,1589,3419,3006,2697,1945,1833,1129,746,18559,41,75,1294,1219,1139,2824,2500,2225,1965,1826,1113,628,15439,7,0,33,151,716,590,1138,1816,1932,1678,1394,978,546,10788,97,449,597,933,892,934,541,620,5063,5,39,144,179,264,317,641,528,396,2513
291590,Nordeste,Itanagra,29,63,721,733,272,1270,1132,971,524,488,216,113,5719,4,25,542,513,234,1246,1117,969,510,502,196,113,5400,0,0,0,28,261,132,772,712,670,549,483,201,126,3906,20,225,277,379,311,282,97,56,1647,0,2,26,36,41,28,163,86,37,419
291600,Extremo Sul,Itanhém,57,69,1413,1910,924,2696,2426,1857,2010,2671,1617,1169,17280,44,46,889,1109,587,2267,2442,1860,1840,2709,1639,1186,15639,17,0,3,18,353,197,1153,1103,1409,1540,1447,1008,562,8772,41,152,312,540,602,683,406,217,2953,1,12,34,107,156,189,239,360,194,1292
291610,Leste,Itaparica,4,146,1692,1970,704,3206,3099,3518,2730,2142,1076,362,18807,1,61,927,1469,581,2636,2612,2180,2086,1966,963,280,14773,0,0,0,10,405,183,835,1107,1275,1370,1444,839,260,7718,63,507,411,964,1059,864,435,145,4448,0,0,0,240,0,240,1188,716,100,2484
291620,Sul,Itapé,107,143,1026,1038,1046,1089,1181,1173,753,907,511,334,8032,94,108,1020,1038,1047,1094,1199,1202,761,917,521,350,8129,11,8,0,114,377,340,521,928,795,694,635,378,243,4911,69,162,318,372,368,353,205,165,2012,9,20,36,65,89,112,276,235,153,995
291630,Extremo Sul,Itapebi,53,173,498,921,277,1201,1197,1212,1070,823,429,233,7363,20,60,320,796,213,958,964,984,916,763,408,203,6205,0,1,2,26,550,164,820,970,988,884,668,380,169,5593,27,234,442,530,600,570,325,150,2878,2,8,68,100,99,132,248,204,103,964
291640,Sudoeste,Itapetinga,62,53,3065,9975,7247,5128,9107,7075,5360,5563,4621,3516,57592,0,17,1571,3497,5534,7331,8760,8130,8481,6275,4475,4351,56834,0,0,0,2,783,1065,2807,4897,4610,4500,3589,2499,3041,27791,89,573,766,1377,1684,1784,1185,550,8008,1,35,100,81,86,87,358,318,165,1231
291650,Nordeste,Itapicuru,132,360,2518,3152,1294,4327,3952,3584,2554,2252,1775,1088,23978,27,143,1935,2396,1120,3935,3171,3014,2865,2273,2017,1266,22057,11,1,5,81,1100,444,2177,2223,2369,2077,1497,1101,798,13786,98,610,866,1164,1208,1032,739,377,6094,2,39,263,322,378,388,470,433,267,2562
291660,Sul,Itapitanga,52,69,518,559,219,1189,1132,911,767,683,349,203,6012,20,28,372,380,165,858,925,795,666,613,330,189,4921,2,0,1,38,155,119,459,553,581,559,509,303,142,3380,30,154,200,294,324,330,228,119,1679,0,3,25,12,19,25,105,157,75,421
291670,Sul,Itaquara,0,9,472,638,230,1227,1208,1018,789,635,336,230,6311,0,2,319,565,173,940,992,844,687,602,245,212,5260,0,0,0,1,81,79,337,445,545,568,568,319,157,3099,2,39,89,117,140,182,132,48,749,2,0,4,3,2,1,46,46,3,107
291680,Sudoeste,Itarantim,36,148,579,2165,1618,2258,2223,2440,1766,1635,879,581,15565,36,108,297,688,1618,2258,2223,2440,1766,1557,879,581,14010,0,0,0,0,2,378,436,455,510,624,706,538,333,3982,249,187,183,160,120,185,190,186,1460,20,25,68,40,55,50,41,63,22,384
291685,Leste,Itatim,69,95,990,1290,559,2482,2503,2115,1482,944,597,342,12314,27,44,731,1223,476,2060,2342,1936,1421,923,579,326,11286,0,0,2,49,377,187,900,1048,1103,893,615,432,228,5783,25,215,308,399,436,389,295,129,2196,0,26,114,152,191,189,291,247,159,1369
291690,Sul,Itiruçu,44,72,771,1007,410,1472,1702,1287,1125,1016,627,405,9051,11,19,583,901,364,1376,1667,1228,1116,1016,627,393,8688,0,0,0,23,395,233,840,1013,1110,1085,902,556,382,6516,28,179,303,479,584,580,359,216,2728,0,17,73,93,108,164,305,254,153,1167
291700,Norte,Itiúba,277,371,2820,3500,1177,4922,4750,4490,3532,2613,1866,1079,27929,120,142,1978,2971,974,4178,4243,4016,3245,2470,1825,1013,24935,8,0,2,54,1067,573,2130,2584,2527,2316,1937,1503,855,15492,81,505,678,1096,1126,1043,923,463,5915,4,14,76,153,177,171,445,467,260,1767
291710,Sudoeste,Itororó,1,93,1063,1608,585,1916,2395,2381,1967,1738,1007,565,14162,0,34,680,1119,485,1816,2051,2220,1863,1693,1004,588,12839,0,3,0,15,309,146,581,810,1055,1092,1171,837,471,6472,48,113,226,446,541,666,391,228,2659,3,7,76,94,118,125,320,282,154,1179
291720,Sudoeste,Ituaçu,61,97,1435,1512,592,2725,3053,2700,2193,1768,1073,598,16214,15,40,1037,1393,547,2574,2995,2613,2107,1650,1067,609,15555,0,0,2,41,616,251,1222,1509,1557,1543,1456,940,589,9683,30,173,293,452,514,463,340,170,2435,2,6,46,65,102,216,384,326,209,1356
291730,Sul,Ituberá,144,204,1756,2434,838,3375,3821,3028,2428,2113,1014,576,19627,24,204,1719,2330,757,3327,3727,2960,2397,2064,1003,568,19133,0,0,0,72,804,648,1566,1601,1749,1732,1276,634,373,10383,105,274,429,834,662,723,456,219,3702,118,17,198,191,181,194,440,239,53,1631
291733,Sudoeste,Iuiú,26,67,945,1044,302,1588,1666,1152,1097,747,435,228,8259,3,13,724,948,287,1376,1447,1007,1074,728,432,227,7526,0,0,0,0,423,172,823,1049,950,969,662,418,208,5674,31,396,287,449,520,428,275,114,2500,0,7,24,48,55,90,195,168,83,670
291735,Oeste,Jaborandi,90,96,813,829,352,1455,1344,1163,1136,778,513,279,7849,29,7,747,652,274,1308,1172,1002,987,741,500,266,6902,9,0,0,14,344,125,713,1015,993,914,782,439,244,5569,5,149,259,343,439,373,304,148,2020,1,4,35,59,63,98,234,194,116,804
291740,Sudoeste,Jacaraci,98,146,968,1216,513,1440,1563,1727,1655,1357,993,681,11145,48,127,744,1171,446,1369,1273,1670,1646,1362,995,674,10606,6,3,0,52,703,379,960,1234,1334,1522,1161,960,620,8873,109,469,639,959,1085,1015,718,460,5454,1,28,125,177,217,283,471,378,193,1873
291750,Centro-norte,Jacobina,590,768,6098,12095,5370,11889,13966,10654,8719,6082,4325,1820,74920,198,265,4533,7393,7174,10450,7902,12043,9451,6210,4419,2060,67102,28,0,7,3,2611,1793,7581,9370,8379,5907,5911,2440,5783,49775,612,1899,3439,4214,3643,3182,1806,876,19671,9,117,616,577,595,1033,534,233,127,3841
291760,Sul,Jaguaquara,106,217,2784,4083,1758,8576,7841,7366,5327,3812,2127,1232,42122,42,82,1746,3385,1510,6227,6216,5872,4211,3311,1933,1175,33840,4,0,4,105,1131,689,2516,3100,3192,2856,2617,1779,955,18835,73,405,664,1066,1176,1223,1051,388,6046,2,59,209,290,326,365,496,304,176,2227
291770,Norte,Jaguarari,116,310,3284,2731,885,5098,4798,3938,3491,2674,1664,1005,26284,17,175,2587,2346,1079,4426,4358,3344,3396,2677,1653,1047,24326,3,0,0,0,1310,1791,3489,3826,3645,3227,2532,1765,1171,22756,1460,1540,1599,1693,1460,1343,1096,681,10872,0,0,1,0,0,0,30,125,119,275
291780,Leste,Jaguaripe,89,161,1360,1574,520,2260,2540,2657,1893,1349,689,299,13781,48,133,931,1471,505,2247,2829,2447,1660,1330,683,298,13470,10,0,5,124,449,484,1424,1421,1699,1709,788,298,81,8353,42,221,278,690,623,535,301,95,2785,1,28,87,138,137,165,387,285,166,1394
291790,Nordeste,Jandaíra,63,133,1012,916,396,1557,1422,1172,890,620,349,166,7488,9,60,663,839,323,1283,1199,1027,812,595,334,161,6573,2,5,7,126,386,188,725,770,796,571,390,331,142,4299,43,284,326,392,329,258,169,72,1873,0,4,49,49,65,74,202,163,61,667
291800,Sul,Jequié,381,462,9091,12925,8526,24827,24576,21639,14703,12983,7389,4585,132153,346,149,4490,9087,7928,20816,30229,20000,13869,12975,7359,4615,126878,84,67,88,2215,2434,9429,10886,12032,14020,10342,11205,7000,4472,81820,3064,1997,2481,7109,6288,6473,4721,2749,34882,128,772,1682,1702,1664,1439,2474,1728,1076,12665
291810,Norte,Jeremoabo,465,538,3356,4137,2044,5356,5291,4310,3419,3149,2065,1166,30937,156,150,1403,3562,1989,5057,4967,4205,3387,3074,2069,1168,29478,2,3,2,446,1831,861,3351,3811,2727,3530,2530,1677,946,21264,266,1237,1751,2185,2245,1834,719,659,10896,31,109,406,500,571,645,1395,1190,646,5493
291820,Leste,Jiquiriçá,119,186,1199,1364,433,1780,2210,1931,1546,1116,569,392,11341,81,85,1042,1313,377,1769,2235,1838,1499,1104,546,387,11068,28,0,12,74,782,288,1373,1829,1623,1354,1087,558,276,9170,74,415,733,963,847,721,404,228,4385,8,18,163,192,235,215,398,314,155,1698
291830,Sul,Jitaúna,5,64,729,1318,557,2090,2232,1868,1521,1167,677,409,11839,0,36,629,1318,569,1969,2169,1795,1457,1484,660,343,11764,0,0,0,0,677,273,736,987,795,711,392,132,44,4747,1,92,152,305,394,414,212,87,1657,0,0,23,32,39,49,48,21,0,212
291835,Centro-norte,João Dourado,60,161,2201,2778,920,3386,3255,3414,2108,1785,938,837,19421,41,844,1415,2129,796,3217,3173,3258,2266,2093,978,872,18782,15,0,0,0,587,596,1272,1406,1550,1860,1640,1165,765,10841,445,573,653,585,610,581,700,385,4532,100,200,200,100,100,100,64,100,100,1064
291840,Norte,Juazeiro,0,1106,17632,20854,9676,37757,35892,30241,23519,13079,8381,4217,183616,0,240,9450,17399,7154,38295,37935,28012,21771,11928,7025,3690,173209,0,0,0,0,4405,2967,16324,19877,21429,12055,10579,6462,2912,97010,441,2181,3880,5687,7677,4841,3164,1482,29353,0,0,0,0,0,0,0,0,0,0
291845,Extremo Sul,Jucuruçu,8,20,265,346,129,596,795,779,720,594,367,322,4648,1,4,270,311,86,419,507,444,385,417,243,283,3095,0,0,1,1,111,68,343,433,406,375,282,146,120,2284,2,56,134,170,193,201,116,51,923,0,1,17,23,20,36,121,76,40,334
291850,Centro-norte,Jussara,356,441,1613,1668,516,2706,2446,2112,1789,1217,849,383,13686,236,209,300,1487,461,2038,2306,1849,1688,1187,820,290,12126,49,10,14,655,1123,386,1621,1697,1892,1663,1066,846,155,10449,203,1037,1307,1511,1513,957,664,290,7482,3,72,400,454,791,697,792,138,133,3480
291855,Sul,Jussari,0,41,283,582,185,941,853,794,650,568,303,192,5068,0,3,141,320,129,665,631,591,462,512,302,172,3784,0,0,0,0,167,51,208,272,326,296,298,183,110,1911,1,66,71,180,180,197,142,71,908,0,0,0,0,0,0,0,0,0,0
291860,Sudoeste,Jussiape,0,0,454,128,559,753,1128,671,830,1125,725,402,6321,0,0,394,131,557,752,1128,654,801,1105,725,401,6254,0,0,0,0,40,165,632,934,1010,856,783,508,267,5195,2,15,34,34,174,522,314,181,1276,0,0,0,0,0,0,0,0,0,0
291870,Sul,Lafaiete Coutinho,6,24,254,323,113,439,629,558,454,439,236,166,3357,6,9,207,284,103,398,569,489,433,438,234,163,3111,0,0,0,7,145,65,271,447,430,375,353,195,130,2411,20,93,210,197,196,163,84,41,1004,0,1,19,3,5,14,73,27,17,159
291875,Sudoeste,Lagoa Real,0,7,1457,1916,1473,2422,2477,1584,1071,1280,952,521,13696,0,2,274,800,1739,2288,2409,1552,1033,1274,942,520,12557,0,0,0,0,850,984,1394,1659,1335,1243,1224,928,668,10285,0,0,0,1415,0,0,0,0,1415,0,3,15,26,35,45,165,290,150,729
291880,Leste,Laje,98,91,1144,1750,686,2891,3255,1747,2088,700,872,509,14498,34,34,856,1778,1847,2790,2821,2362,1874,1361,850,471,16154,0,0,0,33,435,216,891,985,757,1181,712,361,359,5897,1425,171,227,357,364,356,221,173,3294,4,2,32,53,78,73,131,128,73,574
291890,Extremo Sul,Lajedão,38,45,377,372,143,559,689,692,643,513,364,214,4189,16,23,288,319,89,480,567,490,531,479,280,224,3459,0,0,0,30,138,74,276,400,405,349,354,214,16,2226,11,68,120,164,195,215,175,67,1015,0,0,26,35,27,36,107,106,52,389
291900,Centro-Leste,Lajedinho,17,33,330,368,126,590,584,499,369,311,194,84,3125,10,23,510,342,133,526,528,472,375,303,188,84,2951,5,0,0,32,152,47,237,315,446,291,254,173,66,1981,13,61,108,193,170,149,129,44,867,2,1,15,22,30,64,104,93,32,363
291905,Sul,Lajedo Do Tabocal,30,125,553,629,243,1283,1303,1009,848,612,390,239,6556,5,50,484,319,191,1170,1233,980,825,543,377,275,5913,0,0,0,26,353,181,624,646,898,622,482,285,290,4381,39,198,285,419,388,380,254,142,2105,6,16,51,84,107,95,292,161,96,908
291910,Centro-Leste,Lamarão,82,88,777,956,305,1145,1316,1055,1021,616,442,259,7115,37,32,771,742,288,1187,1144,933,916,635,447,259,6551,3,0,11,42,340,193,607,747,767,669,251,372,226,4172,29,125,244,360,381,314,186,98,1737,0,8,50,81,83,95,126,146,149,738
291915,Centro-norte,Lapão,0,80,2468,2726,1297,3765,4050,3634,2921,1891,1250,670,22204,0,80,2468,2310,1176,3708,4055,3631,2919,1890,1249,669,21607,0,0,0,0,2300,750,1614,2495,3784,3097,1932,1304,662,17938,49,1021,1604,1669,1432,1710,1280,693,9458,0,0,0,0,0,0,0,0,0,0
291920,Leste,Lauro de Freitas,1262,1112,19095,24861,10812,46138,36655,32460,16982,7972,2320,1570,179770,549,391,13338,10249,7016,35447,39479,35266,18824,8259,3386,1680,159606,208,0,41,958,5760,582,5830,12414,23239,30128,32020,22866,7301,140140,10128,10008,9991,8629,4432,2731,2336,15787,64042,0,0,8,2,131,0,28,6358,6905,13432
291930,Centro-Leste,Lençóis,47,135,1050,1077,333,1597,1784,1369,1035,628,301,164,8288,14,56,569,922,287,1405,1651,1297,1016,597,294,153,7622,0,1,0,19,372,140,821,1093,1065,901,669,367,187,5615,31,209,370,466,428,353,183,88,2128,0,0,0,0,0,0,0,0,0,0
291940,Sudoeste,Licínio de Almeida,0,0,784,396,686,1382,1661,1479,1277,1200,800,490,9371,0,0,651,595,608,1351,1664,1478,1271,1199,798,490,9454,0,0,0,0,0,10,177,290,954,1013,962,695,465,4566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291950,Sudoeste,Livramento de Nossa Senhora,481,734,3741,3791,1607,6926,7831,6697,5231,3550,2410,1241,39284,272,626,3437,3333,1556,6766,7538,6578,5227,3523,2395,1218,38134,50,0,11,476,2506,1159,4539,5813,5477,5038,3386,2490,1297,31705,408,2091,8596,3582,3408,2950,1507,506,23048,11,56,234,324,520,781,1658,1431,761,5776
291955,Oeste,Luís Eduardo Magalhães,250,434,6341,7485,6583,24544,19450,13553,5254,3312,1127,425,81733,0,72,5269,7368,5851,21991,18311,11976,4913,3089,1163,421,75083,0,0,0,250,6356,3770,11700,11273,5802,1253,238,295,59,40746,575,1155,990,1026,758,376,304,151,5335,0,289,255,220,234,287,459,493,526,2763
291960,Centro-Leste,Macajuba,38,105,983,1042,454,1885,1924,1461,1183,996,526,349,9820,24,61,754,1012,333,1262,1377,1019,864,841,514,332,7554,13,0,0,20,320,197,630,889,900,803,767,468,292,5266,31,229,369,430,426,433,282,159,2359,104,36,157,220,212,165,173,156,54,1277
291970,Sudoeste,Macarani,22,54,997,1498,461,2183,2404,2115,1724,1323,820,454,12982,3,17,638,1158,351,1729,2048,1880,1606,1304,808,440,11324,0,0,0,26,308,166,774,994,1076,1066,1001,708,342,6435,8,112,207,374,377,529,389,180,2176,1,11,57,81,124,163,316,227,109,1089
291980,Sudoeste,Macaúbas,2,512,2937,3447,1333,6368,5557,4892,6119,3190,2276,1348,34530,1,239,2365,3168,1071,4592,4748,4325,2391,2643,1888,1120,25946,1,0,0,7,0,2218,2284,3671,1829,1590,1905,1845,3272,18614,271,1253,1748,2287,2542,2113,1428,764,12406,0,10,12,17,20,20,512,606,354,1551
291990,Norte,Macururé,97,98,426,858,293,1173,1117,1005,758,427,367,295,6293,69,61,690,778,450,1255,1200,1015,795,575,359,219,6646,38,0,8,94,300,177,572,682,642,689,755,509,552,4878,102,411,463,491,531,343,350,343,3034,4,13,72,106,108,127,226,275,148,1079
291992,Leste,Madre de Deus,119,339,1771,1693,592,2875,3054,3292,2622,1521,663,301,16613,61,186,1484,1623,553,2656,2854,3033,2468,1452,631,288,15558,12,0,22,409,1127,364,1911,2291,2583,2244,1570,588,268,12946,225,524,1445,1597,1698,1171,526,216,7402,31,37,255,348,850,641,714,365,147,3388
291995,Sudoeste,Maetinga,0,121,629,671,210,889,1011,984,870,730,620,317,6302,0,98,592,594,251,962,1071,1187,954,759,621,317,6716,0,0,0,193,501,137,533,672,691,682,661,578,290,4745,34,274,415,603,558,483,430,247,3044,2,3,12,17,20,27,16,71,192,360
292000,Sudoeste,Maiquinique,0,110,270,680,290,1097,1203,1037,810,668,384,221,6390,0,95,118,522,156,615,736,668,467,323,255,161,3903,0,0,0,0,35,243,868,771,682,442,398,242,113,3794,7,26,35,48,46,82,50,17,311,6,6,56,22,32,23,66,6,27,244
292010,Centro-norte,Mairi,60,190,1426,1552,545,2447,2385,2284,1976,1612,1185,581,14567,48,95,1110,1435,628,2291,2503,2063,2048,1559,1173,582,14282,30,0,2,13,643,475,1490,1754,1867,1688,775,1271,530,10493,188,785,936,1197,1120,930,782,336,6274,1,2,16,23,24,25,278,380,240,989
292020,Sudoeste,Malhada,89,123,1315,1721,899,2460,2349,1971,1595,979,582,409,12965,0,68,996,1555,806,2205,2197,1850,1600,935,520,384,12052,0,0,0,17,679,315,974,1049,1322,1200,825,569,337,7270,16,80,236,354,260,223,89,30,1288,0,0,0,1,3,2,51,42,14,113
292030,Sudoeste,Malhada de Pedras,41,47,622,833,290,1381,1373,1131,1063,739,531,378,7719,27,22,336,693,241,1247,1274,1108,1059,749,544,336,7251,0,0,0,48,75,115,504,659,767,815,708,515,484,4642,128,159,156,176,215,262,214,381,1691,4,7,47,50,68,108,160,110,49,603
