Sigla,Código,Município,2022,
BA,2911303,Gentio do Ouro,672,
BA,2911402,Glória,1107,
BA,2911501,Gongogi,371,
BA,2911600,Governador Mangabeira,1638,
BA,2911659,Guajeru,520,
BA,2911709,Guanambi,6670,
BA,2911808,Guaratinga,1238,
BA,2911857,Heliópolis,850,
BA,2911907,Iaçu,1756,
BA,2912004,Ibiassucê,732,
BA,2912103,Ibicaraí,1596,
BA,2912202,Ibicoara,1371,
BA,2912301,Ibicuí,956,
BA,2912400,Ibipeba,1173,
BA,2912509,Ibipitanga,984,
BA,2912608,Ibiquera,230,
BA,2912707,Ibirapitanga,1565,
BA,2912806,Ibirapuã,578,
BA,2912905,Ibirataia,1361,
BA,2913002,Ibitiara,1007,
BA,2913101,Ibititá,1179,
BA,2913200,Ibotirama,1814,
BA,2913309,Ichu,409,
BA,2913408,Igaporã,1103,
BA,2913457,Igrapiúna,843,
BA,2913507,Iguaí,1498,
BA,2913606,Ilhéus,14443,
BA,2913705,Inhambupe,2350,
BA,2913804,Ipecaetá,918,
BA,2913903,Ipiaú,3007,
BA,2914000,Ipirá,4110,
BA,2914109,Ipupiara,675,
BA,2914208,Irajuba,450,
BA,2914307,Iramaia,690,
BA,2914406,Iraquara,1571,
BA,2914505,Irará,2150,
BA,2914604,Irecê,6016,
BA,2914653,Itabela,1873,
BA,2914703,Itaberaba,4880,
BA,2914802,Itabuna,15586,
BA,2914901,Itacaré,1818,
BA,2915007,Itaeté,858,
BA,2915106,Itagi,929,
BA,2915205,Itagibá,1052,
BA,2915304,Itagimirim,457,
BA,2915353,Itaguaçu da Bahia,782,
BA,2915403,Itaju do Colônia,437,
BA,2915502,Itajuípe,1424,
BA,2915601,Itamaraju,4331,
BA,2915700,Itamari,493,
BA,2915809,Itambé,1795,
BA,2915908,Itanagra,414,
BA,2916005,Itanhém,1213,
BA,2916104,Itaparica,1670,
BA,2916203,Itapé,788,
BA,2916302,Itapebi,609,
BA,2916401,Itapetinga,5264,
BA,2916500,Itapicuru,2153,
BA,2916609,Itapitanga,702,
BA,2916708,Itaquara,597,
BA,2916807,Itarantim,1184,
BA,2916856,Itatim,1166,
BA,2916906,Itiruçu,750,
BA,2917003,Itiúba,2294,
BA,2917102,Itororó,1178,
BA,2917201,Ituaçu,1294,
BA,2917300,Ituberá,1697,
BA,2917334,Iuiú,721,
BA,2917359,Jaborandi,632,
BA,2917409,Jacaraci,915,
BA,2917508,Jacobina,6393,
BA,2917607,Jaguaquara,3392,
BA,2917706,Jaguarari,2418,
BA,2917805,Jaguaripe,1321,
BA,2917904,Jandaíra,643,
BA,2918001,Jequié,12521,
BA,2918100,Jeremoabo,2582,
BA,2918209,Jiquiriçá,1010,
BA,2918308,Jitaúna,945,
BA,2918357,João Dourado,1825,
BA,2918407,Juazeiro,17641,
BA,2918456,Jucuruçu,595,
BA,2918506,Jussara,1036,
BA,2918555,Jussari,426,
BA,2918605,Jussiape,537,
BA,2918704,Lafaiete Coutinho,288,
BA,2918753,Lagoa Real,875,
BA,2918803,Laje,1605,
BA,2918902,Lajedão,270,
BA,2919009,Lajedinho,250,
BA,2919058,Lajedo do Tabocal,576,
BA,2919108,Lamarão,584,
BA,2919157,Lapão,1811,
BA,2919207,Lauro de Freitas,19411,
BA,2919306,Lençóis,761,
BA,2919405,Licínio de Almeida,796,
BA,2919504,Livramento de Nossa Senhora,3225,
BA,2919553,Luís Eduardo Magalhães,7383,
BA,2919603,Macajuba,753,
BA,2919702,Macarani,1804,
BA,2919801,Macaúbas,2829,
BA,2919900,Macururé,470,
BA,2919926,Madre de Deus,1712,
BA,2919959,Maetinga,529,
BA,2920007,Maiquinique,626,
BA,2920106,Mairi,1248,
BA,2920205,Malhada,1028,
BA,2920304,Malhada de Pedras,589,
BA,2920403,Manoel Vitorino,954,
BA,2920452,Mansidão,922,
BA,2920502,Maracás,1934,
BA,2920601,Maragogipe,2922,
BA,2920700,Maraú,1587,
BA,2920809,Marcionílio Souza,603,
BA,2920908,Mascote,920,
BA,2921005,Mata de São João,3483,
BA,2921054,Matina,688,
BA,2921104,Medeiros Neto,1437,
BA,2921203,Miguel Calmon,1763,
BA,2921302,Milagres,841,
BA,2921401,Mirangaba,1111,
BA,2921450,Mirante,708,
BA,2921500,Monte Santo,3253,
BA,2921609,Morpará,433,
BA,2921708,Morro do Chapéu,2351,
BA,2921807,Mortugaba,750,
BA,2921906,Mucugê,854,
BA,2922003,Mucuri,2779,
BA,2922052,Mulungu do Morro,866,
BA,2922102,Mundo Novo,1210,
BA,2922201,Muniz Ferreira,602,
BA,2922250,Muquém de São Francisco,668,
BA,2922300,Muritiba,2405,
BA,2922409,Mutuípe,1561,
BA,2922508,Nazaré,2186,
BA,2922607,Nilo Peçanha,909,
BA,2922656,Nordestina,1334,
BA,2922706,Nova Canaã,937,
BA,2922730,Nova Fátima,671,
BA,2922755,Nova Ibiá,473,
BA,2922805,Nova Itarana,516,
BA,2922854,Nova Redenção,528,
BA,2922904,Nova Soure,1650,
BA,2923001,Nova Viçosa,2778,
BA,2923035,Novo Horizonte,743,
BA,2923050,Novo Triunfo,717,
BA,2923100,Olindina,1672,
BA,2923209,Oliveira dos Brejinhos,1378,
BA,2923308,Ouriçangas,531,
BA,2923357,Ourolândia,1293,
BA,2923407,Palmas de Monte Alto,1347,
BA,2923506,Palmeiras,730,
BA,2923605,Paramirim,1504,
BA,2923704,Paratinga,1838,
BA,2923803,Paripiranga,1897,
BA,2923902,Pau Brasil,623,
BA,2924009,Paulo Afonso,9156,
BA,2924058,Pé de Serra,989,
BA,2924108,Pedrão,425,
BA,2924207,Pedro Alexandre,865,
BA,2924306,Piatã,1376,
BA,2924405,Pilão Arcado,2189,
BA,2924504,Pindaí,1012,
BA,2924603,Pindobaçu,1333,
BA,2924652,Pintadas,678,
BA,2924678,Piraí do Norte,693,
BA,2924702,Piripá,638,
BA,2924801,Piritiba,1291,
BA,2924900,Planaltino,545,
BA,2925006,Planalto,1708,
BA,2925105,Poções,3391,
BA,2925204,Pojuca,2779,
BA,2925253,Ponto Novo,1267,
BA,2925303,Porto Seguro,13148,
BA,2925402,Potiraguá,677,
BA,2925501,Prado,2373,
BA,2925600,Presidente Dutra,1214,
BA,2925709,Presidente Jânio Quadros,873,
BA,2925758,Presidente Tancredo Neves,1832,
BA,2925808,Queimadas,1903,
BA,2925907,Quijingue,1661,
BA,2925931,Quixabeira,658,
BA,2925956,Rafael Jambeiro,1406,
BA,2926004,Remanso,2938,
BA,2926103,Retirolândia,1096,
BA,2926202,Riachão das Neves,1386,
BA,2926301,Riachão do Jacuípe,2588,
BA,2926400,Riacho de Santana,2087,
BA,2926509,Ribeira do Amparo,911,
BA,2926608,Ribeira do Pombal,4004,
BA,2926657,Ribeirão do Largo,623,
BA,2926707,Rio de Contas,928,
BA,2926806,Rio do Antônio,958,
BA,2926905,Rio do Pires,744,
BA,2927002,Rio Real,2630,
BA,2927101,Rodelas,656,
BA,2927200,Ruy Barbosa,2006,
BA,2927309,Salinas da Margarida,1249,
BA,2927408,Salvador,224592,
BA,2927507,Santa Bárbara,1606,
BA,2927606,Santa Brígida,1049,
BA,2927705,Santa Cruz Cabrália,2205,
BA,2927804,Santa Cruz da Vitória,332,
BA,2927903,Santa Inês,731,
BA,2928000,Santaluz,2730,
BA,2928059,Santa Luzia,883,
BA,2928109,Santa Maria da Vitória,2729,
BA,2928208,Santana,1659,
BA,2928307,Santanópolis,670,
BA,2928406,Santa Rita de Cássia,1625,
BA,2928505,Santa Teresinha,748,
BA,2928604,Santo Amaro,4766,
BA,2928703,Santo Antônio de Jesus,9065,
BA,2928802,Santo Estêvão,3704,
BA,2928901,São Desidério,2001,
BA,2928950,São Domingos,683,
BA,2929008,São Félix,923,
BA,2929057,São Félix do Coribe,1062,
BA,2929107,São Felipe,1650,
BA,2929206,São Francisco do Conde,3456,
BA,2929255,São Gabriel,1360,
BA,2929305,São Gonçalo dos Campos,3164,
BA,2929354,São José da Vitória,382,
BA,2929370,São José do Jacuípe,722,
BA,2929404,São Miguel das Matas,796,
BA,2929503,São Sebastião do Passé,3565,
BA,2929602,Sapeaçu,1413,
BA,2929701,Sátiro Dias,1066,
BA,2929750,Saubara,931,
BA,2929800,Saúde,757,
BA,2929909,Seabra,3300,
BA,2930006,Sebastião Laranjeiras,642,
BA,2930105,Senhor do Bonfim,5862,
BA,2930154,Serra do Ramalho,2011,
BA,2930204,Sento Sé,2460,
BA,2930303,Serra Dourada,1253,
BA,2930402,Serra Preta,1312,
BA,2930501,Serrinha,6489,
BA,2930600,Serrolândia,970,
BA,2930709,Simões Filho,10075,
BA,2930758,Sítio do Mato,789,
BA,2930766,Sítio do Quinto,995,
BA,2930774,Sobradinho,1947,
BA,2930808,Souto Soares,1117,
BA,2930907,Tabocas do Brejo Velho,787,
BA,2931004,Tanhaçu,1471,
BA,2931053,Tanque Novo,1161,
BA,2931103,Tanquinho,572,
BA,2931202,Taperoá,1265,
BA,2931301,Tapiramutá,1116,
BA,2931350,Teixeira de Freitas,11043,
BA,2931400,Teodoro Sampaio,568,
BA,2931509,Teofilândia,1598,
BA,2931608,Teolândia,951,
BA,2931707,Terra Nova,883,
BA,2931806,Tremedal,1051,
BA,2931905,Tucano,3536,
BA,2932002,Uauá,1733,
BA,2932101,Ubaíra,1306,
BA,2932200,Ubaitaba,1325,
BA,2932309,Ubatã,1159,
BA,2932408,Uibaí,972,
BA,2932457,Umburanas,858,
BA,2932507,Una,1250,
BA,2932606,Urandi,1045,
BA,2932705,Uruçuca,1521,
BA,2932804,Utinga,1148,
BA,2932903,Valença,6657,
BA,2933000,Valente,2006,
BA,2933059,Várzea da Roça,971,
BA,2933109,Várzea do Poço,607,
BA,2933158,Várzea Nova,851,
BA,2933174,Varzedo,759,
BA,2933208,Vera Cruz,3403,
BA,2933257,Vereda,377,
BA,2933307,Vitória da Conquista,29038,
BA,2933406,Wagner,651,
BA,2933455,Wanderley,798,
BA,2933505,Wenceslau Guimarães,1581,
BA,2933604,Xique-Xique,2831,
BA,2999919,Trancoso,,
BA,2999929,Barcellos,,
BA,2999939,Olivença,,
BA,2999949,Villa Verde,,
